name,A,B,Bprime,C,E,F,G,HPLC,BefVis,BefUVS,BefUVL,Archers,AftVis,AftUV,M,F1,F2,F3,KResult,CResult,KCResult,PDResult,Cortex,Medulla,Notes,Related,Reference,Lichens,Synonyms,Path,GroupName,Class,GLossID
2´-O-Methylperlatolic acid,52,50,48,53,x,x,x,39,−,+,?,Orange,P.Yellow,Green,-1,238,221,182,No Result,No Result,No Result,No Result,?,?,"Acid Spray: strong-pale yellow, grey halo. LW UV: strong-purple, green halo. Occurs in Pertusariapertractata","Confluentic acid, 2´-O-Methylhyperlatolic acid, 2´-O-Methylisohyperlatolic acid, 2´-O-Methylmicrophyllinic acid, 2´-O-Methylstenosporic acid, 2´-O-Methylsuperlatolic acid","Culberson, CF Dibben, MJ 1972: 2-O-Methylperlatolic and 2’-O-methylperlatolic acids: two newlichen depsides from Pertusaria. Bryologist 75: 362-365.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
2-O-Methylperlatolic acid,44,60,58,52,x,x,x,42,−,+,?,Orange,P.Yellow,Green,-1,252,235,224,No Result,No Result,No Result,No Result,?,?,"Acid Spray: strong-pale yellow, grey halo. LW UV: strong-purple, green halo. SW UV bright blue.Occurs in Pertusaria gergeana var. georgeana","2-O-Methyldivaricatic acid, 2-O-Methylhyperlatolic acid, 2-O-Methylisohyperlatolic acid, 2-O-Methylstenosporic acid, 2-O-Methylsuperlatolic acid, Planaic acid","Culberson, CF Dibben, MJ 1972: 2-O-Methylperlatolic and 2´-O-methylperlatolic acids: two newlichen depsides from Pertusaria. Bryologist 75: 362-365.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
2´-O-Methylphenarctin,63,x,32,53,10,x,x,x,−,+,?,x,P.Yellow,Brown,430,224,193,192,No Result,Red,No Result,Yellow,?,?,"Acid Spray: pale yellow, grey halo; fades to orange. LW UV: orange-brown, fades to orange.Occurs in Pseudocyphellaria pickeringii","1´-Chloronephroarctin, Isopseudocyphellarin A, 2´-O-Methylisopseudocyphellarin A, 2´-O-Methylpseudocyphellarin A, Nephroarctin, Phenarctin, PseudocyphellarinA, Pseudocyphellarin B","Elix, JA Wilkins, ALWardlaw, JH 1987: Five new fully substituted depsides from the lichenPseudocyphellaria pickeringii. Australian Journal of Chemistry 40: 2023-2029.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
2´-O-Methylphysodic acid,39,34,28,22,x,x,x,21,−,+,?,x,Grey,Purple,440,384,249,248,No Result,No Result,No Result,No Result,?,?,"Acid Spray: yellow, grey halo. Occurs in Hypogymnia billardieri","Alectoronic acid, 4-O-Methylphysodic acid, Oxyphysodic acid, Physodicacid, Vittatolic acid","Elix, JA 1975: 2´-O-Methylphysodic acid and hydroxyphysodic acid. Two new depsidones from thelichen Hypogymnia billardieri. Australian Journal of Chemistry 28: 849- 856.",,,acetyl-polymalonyl pathway,depsidones,orcinol depsidones,
4-O-Methylphysodic acid,39,43,45,42,x,x,x,36,−,+,?,x,P.Yellow,Purple,484,440,263,262,No Result,No Result,Red,No Result,?,?,"Acid Spray: pale yellow, grey halo. Occurs in Hypotrachyna livida","Colensoic acid, Lividic acid, Oxyphysodic acid, Physodic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 138. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 340.",,,acetyl-polymalonyl pathway,depsidones,orcinol depsidones,
Methylplacodiolic acid,65,x,44,50,x,x,x,26,−,+,?,x,Grey,P.Brown,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Haematomma hilare,"Isoplacodiolic acid, Isopseudoplacodiolic acid, Methyl isoplacodiolicacid, Placodiolic acid, Pseudoplacodiolic acid","Staiger, B Kalb, K 1995: Haematomma-Studien. I. Die Flechtengattung Haematomma. BibliothecaLichenologica 59: 3-198.",,,acetyl-polymalonyl pathway,usnic acid derivatives,usnic acid derivatives,
Methyl Planaiate,70,x,47,70,50,x,x,40,−,+,?,No Result,P.Yellow,Green,486,236,235,x,No Result,No Result,No Result,No Result,?,?,Minor component in Pertusaria manamensis,"Methyl hyperplanaiate, Methyl isohyperplanaiate, Hyperplanaic acid,Isohyperplanaic acid, Planaic acid","Elix, JA Wardlaw, JHArcher, AW 1999: New depsides from Pertusaria lichens. AustralasianLichenology 44: 9-15.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Methyl porphyrilate,23,x,17,11,5,x,38,13,−,+,?,x,No Result,Purple,328,299,270,241,No Result,Green,No Result,No Result,?,?,"LW UV: dark purple, UV quenching. Occurs in Psoroma tenue",Porphyrilic acid,"Renner, B Henssen, AGerstner, E 1981: Pannarsäure und Porphyrilsäuremethylester –Sakundärstoffe der Flechtengattung Psoroma. Zeitschrift für Naturforschung 36c: 893-895.",,,acetyl-polymalonyl pathway,furans & furanones,dibenzofurans,
Methyl pseudoalectoronate,54,x,35,38,31,x,x,33,−,+,?,x,P.Yellow,B.Blue,508,482,476,x,No Result,No Result,P.Red,No Result,?,?,Minor component in Parmotrema poolii,"Alectoronic acid, α-Collatolic acid, Dehydrocollatolic acid, 4-O-Methylphysodic acid","Elix, JA Wardlaw, JH 1998: Methylpseudoalectoronate, a new depsidone from the lichenParmotrema poolii. Australasian Lichenology 42: 12-15.",,,acetyl-polymalonyl pathway,depsidones,orcinol depsidones,
2´-O-Methylpseudocyphellarin A,71,x,59,66,52,x,x,41,−,+,?,x,P.Yellow,Brown,416,224,193,192,No Result,Red,No Result,Yellow,?,?,"Acid Spray: pale yellow, grey halo; fades to orange. LW UV: orange-brown, fades to orange.Occurs in Pseudocyphellaria pickeringii","1´-Chloronephroarctin, Isopseudocyphellarin A, 2´-O-Methylphenarctin,2´-O-Methylisopseudocyphellarin A, Phenarctin, Pseudocyphellarin A, Pseudocyphellarin B","Elix, JA Wardlaw, JH Wilkins, AL 1987: Five new fully substituted depsides from the lichenPseudocyphellaria pickeringii. Australian Journal of Chemistry 40: 2023-2029.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Methyl pseudonorstictate,70,x,32,54,14,x,x,29,−,+,?,x,Yellow,Orange,387,386,383,x,Red,No Result,No Result,Orange,?,?,Minor component in Pertusaria falklandica,"Norstictic acid, Salazinic acid, Connorstictic acid","Elix, JA Wardlaw, JH Archer, AW Lumbsch, HT Plümper, M 1997: Four new lichen depsidonesfrom Pertusaria and Lecanora lichens. Australasian Lichenology 41: 22-27.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Methyl pseudosalazinate,28,x,14,17,2,x,x,19,−,+,?,x,Orange,Orange,402,384,369,x,Red,No Result,No Result,Orange,?,?,Occurs in Pertusaria sp.,"Norstictic acid, Salazinic acid, Consalazinic acid","Elix, JA Wardlaw, JH Archer, AW Lumbsch, HT Plümper, M 1997: Four new lichen depsidonesfrom Pertusaria and Lecanora lichens. Australasian Lichenology 41: 22-27.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Methyl psoromate,70,x,47,67,46,x,x,42,−,+,?,x,Brown,Brown,372,357,342,x,No Result,No Result,No Result,P.Yellow,?,?,Minor component in Lecanora intumescens,"Psoromic acid, 2’-O-Demethylpsoromic acid, Methyl 2’-O-demethylpsoromate","Elix, JA Wardlaw, JH Archer, AW Lumbsch, HT Plümper, M 1997: Four new lichen depsidonesfrom Pertusaria and Lecanora lichens. Australasian Lichenology 41: 22-27.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Methyl pyxinate,x,x,x,48,34,x,60,x,−,+,?,x,Pink,Orange,488,470,455,437,No Result,No Result,No Result,No Result,?,?,"Occurs in Pyxine coccifera, P. endochrysina","3β-Acetoxy-20,24-epoxydammarane-12β,25-diol, 3β,25-Diacetoxy-20,24-epoxydammarane, 3β,25-Diacetoxy-20,24-epoxydammarane-12β-ol, 20,24-Epoxydammarane-3β,12β,25-triol,Methyl 3-O-acetoxypyxinate, Methyl 3-O-acetoxypyxinate","Yosioka, I Yamauchi, H Kitagawa, I 1972: Lichen triterpenoids. V. On the neutral triterpenes ofPyxine endochrysina Nyl., Chemical and Parmaceutical Bulletin (Tokyo) 20: 502-513.",,,mevalonic acid pathway,terpenoids & steroids,terpenoids,
9α-O-Methylsalazinic acid,30,x,19,18,x,x,42,19,−,+,?,x,Orange,Orange,x,x,x,x,Red,No Result,No Result,Orange,?,?,"Minor component in Cetreliopsis rhytidocarpa, Hypotrachyna quaesita, Xanthoparmelia subnuda",", Salazinic acid, Quaesitic acid, 6α,9α-Di-O-methylsalazinic acid","Elix, JA Wardlaw, JHLiu, X-W 2002: A new depsidone from the lichen family Parmeliaceae.Australasian Lichenology 51: 4-6.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Methyl sekikaiate,72,x,62,77,53,x,x,29,−,+,?,x,Orange,Green,432,240,208,193,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale orange, grey halo; fades to dark orange. LW UV: purple, green halo.Occurs in Usnea dusenii",Sekikaic acid,"Titze, A 1987: Sekikaic acid methyl ester found in Protousnea (Mot.) Krog. BibliothecaLichenogica 25: 469-473.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
2-O-Methylsekikaic acid,41,31,40,43,x,x,x,25,−,+,?,x,P.Yellow,Green,-1,227,224,208,No Result,No Result,No Result,No Result,?,?,"Acid Spray: pale yellow-orange, grey halo. LW UV: strong-purple, green halo. Occurs in Ramalinaasahinae","Boninic acid, 4,4´-Di-O-methylcryptochlorophaeic acid, 2,4´-Di-O-methylnorsekikaic acid, Homosekikaic acid, 4-O-Methylcryptochlorophaeic acid, Sekikaic acid","Chester, DO Elix, JA 1978: The identification of four new meta-depsides in the lichen Ramalinaasahinae. Australian Journal of Chemistry 31: 2745-2749.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
2-O-Methylsquamatic acid,15,x,25,23,x,x,37,13,−,+,?,x,Grey,Green,365,223,209,193,No Result,No Result,No Result,No Result,?,?,SW UV: bright blue before spraying. Occurs in Usnea magellanica,"Elatinic acid, Squamatic acid","Garbarino, JA Chamy, MC Gambaro, V Quilhot, W Naranjo, O Bolt, E 1987: Studies on ChileanLichens. X. The phenolic constituents of Protousnea magellanica. Journal of Natural Products 50: 745-747.",,,acetyl-polymalonyl pathway,depsides,β-orcinol depsides,
2´-O-Methylstenosporic acid,47,x,53,53,x,x,x,35,−,+,?,x,P.Yellow,Green,430,239,238,221,No Result,No Result,No Result,No Result,?,?,Occurs in Physcidia cylindrophora,"2´-O-Methylhyperlatolic acid, 2´-O-Methylisohyperlatolic acid, 2´-O-Methylperlatolic acid, 2´-O-Methylsuperlatolic acid","Elix, JA Barclay, CE David, F Griffin, FK Hill, AM McConnell, DB Wardlaw, JH 1993:Synthesis of further lichen depsides. Australian Journal of Chemistry 46: 301-313.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
2-O-Methylstenosporic acid,49,56,56,49,x,x,x,35,−,+,?,x,P.Yellow,Green,-1,224,208,207,No Result,No Result,No Result,No Result,?,?,"Acid Spray: strong-pale yellow, grey halo. LW UV: strong-purple, green halo. SW UV bright blueOccurs in Ramalina sayreana","2-O-Methyldivaricatic acid, 2-O-Methylperlatolic acid, Stenosporic acid","Culberson, WL Culberson, CF 1981: A new Ramalina with two new depsides. OccassionalPapers of the Farlow Herbarium 16: 37-41.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Methyl stictic acid,50,x,15,38,x,x,49,14,−,+,?,x,Orange,Orange,400,368,x,x,Yellow,No Result,No Result,Orange,?,?,Minor component in Lobaria oregana,"Constictic acid, Cryptostictic acid, Hypostictic acid, Menegazziaic acid,Norstictic acid, Stictic acid","Shimada, S Saitoh, T Sankawa, S Shibata, S 1980: New depsidones from Lobaria oregana.Phytochemistry 19: 328-330.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
2´-O-Methylsuperlatolic acid,62,x,65,58,x,x,x,48,−,+,?,x,P.Yellow,Green,x,x,x,x,No Result,No Result,No Result,No Result,?,?,"Occurs in Lecanora austrosorediosa, L. pseudistera","2´-O-Methylhyperlatolic acid, 2´-O-Methylimbricaric acid, 2´-O-Methylisohyperlatolic acid, 2´-O-Methylperlatolic acid, 2´-O-Methylstenosporic acid","Elix, JA David, F 1991: New depsides from the lichen Biatora sorediosa. Australian Journal ofChemistry 44: 1643-1647.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
2-O-Methylsuperlatolic acid,46,x,66,64,x,x,x,50,−,+,?,x,P.Yellow,Green,-1,264,263,91,No Result,No Result,No Result,No Result,?,?,Occurs in Pertusaria follmanniana,"2-O-Methylhyperlatolic acid, 2-O-Methylisohyperlatolic acid, 2-O-Methylperlatolic acid, 2-O-Methylstenosporic acid","Elix, JA Barclay, CE Archer, AW 1995: New depsides in Pertusaria lichens (Pertusariaceae,lichenized Ascomycotina) and a new species from Australia. pp 15-26 in ´´Flechten Follmann´´, Geobotanicaland Phytotaxonomical Study Group, University of Cologne, Germany.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
4-O-Methylsuperolivetoric acid,54,x,57,60,x,x,x,42,−,+,?,x,P.Yellow,B.Blue,x,x,x,x,No Result,No Result,No Result,No Result,?,?,Occurs in Pseudobaeomyces pachycarpus,"4-O-Methylhyperolivetoric acid, 4-O-Methylolivetoric acid, Olivetoricacid","Culberson, CF Culberson, WL Gowan, S Johnson, A 1987: New depsides from lichens:microchemical methodologies applied to the study of new natural products discovered in herbarium specimens.American Journal of Botany 74: 403-414. Elix, JA Wardlaw, JH 1997: Synthesis of further β-ketoalkyl lichendepsides. Australian Journal of Chemistry 50: 479-486.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
2’-O-Methylsuperphyllinic acid,43,x,32,44,x,x,x,41,−,+,?,x,Pink,B.Blue,-1,292,291,290,No Result,No Result,No Result,No Result,?,?,"Occurs in Pseudobaeomyces pachycarpus, Porpidia glaucophaea","2´-O-Methylhyperphyllinic acid, 2´-O-Methylmicrophyllinic acid,Glaucophaeic acid","Culberson, CF Culberson, WL Gowan, S Johnson, A 1987: New depsides from lichens:microchemical methodologies applied to the study of new natural products discovered in herbarium specimens.American Journal of Botany 74: 403-414. Elix, JAWardlaw, JH 1996: Synthesis of depsides present in thelichen Porpidia glaucophaea. Australian Journal of Chemistry 49: 817-924.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
2´-O-Methyltenuiorin,70,x,44,72,31,x,x,37,−,+,?,x,P.Yellow,Green,-1,347,182,165,No Result,No Result,No Result,No Result,?,?,Minor component in Pseudocyphellaria faveolata,"4,2´´-Di-O-methylgyrophoric acid, 2´,2´´-Di-O-Methyltenuiorin, Methylgyrophorate, 2´´-O-Methyltenuiorin, Tenuiorin","Lajide, L Elix, JA 1981: 2´-O-Methyltenuiorin 2´´-O-methyltenuiorin and 2´,2´´-di-O-methyltenuiorin.Three new tridepsides from the lichen Pseudocyphellaria faveolata. Australian Journal of Chemistry 34: 2005-2011.",,,,depsides,orcinol tridepsides,
2´´-O-Methyltenuiorin,73,44,38,66,26,x,x,33,−,+,?,x,P.Yellow,Green,-1,331,328,196,No Result,No Result,No Result,No Result,?,?,Minor component in Pseudocyphellaria faveolata,"4,2´´-Di-O-methylgyrophoric acid, 2´,2´´-Di-O-Methyltenuiorin, Methylgyrophorate, 2´-O-Methyltenuiorin, Tenuiorin","Lajide, L Elix, JA 1981: 2´-O-Methyltenuiorin 2´´-O-methyltenuiorin and 2´,2´´-di-O-methyltenuiorin.Three new tridepsides from the lichen Pseudocyphellaria faveolata. Australian Journal of Chemistry 34: 2005-2011.",,,,depsides,orcinol tridepsides,
8-O-Methylthiomelin,66,x,47,56,34,x,x,43,+,+,?,x,Orange,Orange,356,354,336,324,No Result,No Result,No Result,No Result,?,?,Pale yellow pigment. Minor component in Rinodina thiomela,"2-Dechloro-8-O-methylthiomelin, 4-Dechloro-8-O-methylthiomelin, 4-Dechlorothiomelin, Thiomelin","Elix, JA Gaul, KL Sterns, M Samsudun, MW 1987: The structure of the novel lichen xanthone,thiomelin and its congenors. Australian Journal of Chemistry 40: 1169-1178.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
3-O-Methylthiophanic acid,65,x,69,61,3,8,x,53,+,+,?,x,Orange,Orange,414,412,410,408,No Result,No Result,No Result,No Result,?,?,Yellow pigment. Minor component in Lecidella meiococca,"5,7-Dichloro-3-O-methylnorlichexanthone, 3-O-Methylasemone, 2,5,7-Trichloro-3-O-methylnorlichexanthone, Thiophanic acid, Thuringione","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a further thirteennew lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
6-O-Methylthiophanic acid,65,x,71,60,3,13,x,56,+,+,?,x,Orange,Orange,414,412,410,408,No Result,Orange,No Result,No Result,?,?,Yellow pigment. Occurs in Micarea isabellina,"6-O-Methylarthothelin, 6-O-Methylasemone, Thiophanic acid","Elix, JA Crook, CE 1992: The joint occurrence of chloroxanthones in lichens, and a further thirteennew lichen xanthones. Bryologist 95: 52-64.",,,acetyl-polymalonyl pathway,xanthones & ergochromes,xanthones,
4-O-Methylvicanicin [Vicanicin methyl ether],77,x,65,84,70,x,x,54,−,+,?,x,Green,Green,398,396,363,361,No Result,No Result,No Result,No Result,?,?,Acid Spray: pale dull brownish-green. Minor component in Lecidella sublapicida,"7-Dechlorovicanicin, Isovicanicin, Norvicanicin, Vicanicin","Elix, JA Lajide, L Galloway, DJ 1982: Metabolites from the lichen genus Psoroma. AustralianJournal of Chemistry 35: 2325-2333.",,Vicanicin methyl ether,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Methyl virensate,72,x,55,77,50,x,x,30,−,+,?,x,Purple,Grey,372,340,312,285,No Result,No Result,No Result,Orange,?,?,Minor component in Pseudocyphellaria faveolata,"Hypophysciosporin, Physciosporin, Virensic acid","Renner, B Henssen, AGerstner, E 1978: Methylvirensat und 5-Clor Methylvirensat aus Arten derFlechtengattung Pseudocyphellaria. Zeitschrift für Naturforschung 33c: 826-830.",,,acetyl-polymalonyl pathway,depsidones,β-orcinol depsidones,
Micareic acid,44,x,69,52,x,x,x,65,−,+,?,x,P.Yellow,B.Blue,500,456,372,249,No Result,No Result,No Result,No Result,?,?,"LW UV: bright turquoise, fades to bright light blue then orange. Occurs in Micaera prasina","Methoxymicareic acid, Superlatolic acid","Elix, JA Lajide, L Coppins, BJ James, PW 1984: Two new diphenyl ethers and a new depside fromthe lichen Micarea prasina Fr. Australian Journal of Chemistry 37: 2397-2402.",,,acetyl-polymalonyl pathway,diphenyl ethers,diphenyl ethers,
Microphyllinic acid,41,39,39,41,x,x,x,30,−,+,?,x,Pink,B.Blue,-1,280,262,244,No Result,No Result,No Result,No Result,?,?,SW UV: flouresces bright blue before spraying. Occurs in Cetrelia japonica,"4-O-Demethylmicrophyllinic acid, 4-O-Methylhyperphyllinic acid, 4-O-Methylolivetoric acid, Olivetoric acid, 2’-O-Methylsuperphyllinic acid","Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 124. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 287.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Miriquidic acid,42,48,46,44,x,x,x,30,−,+,?,x,Green,Green,-1,252,234,224,No Result,No Result,No Result,No Result,?,?,"Acid Spray: bright yellow-green, fades to bright turquoise. Occurs in Lecidea leucophaea",Normiriquidic acid,"Huneck, S Schreiber, K Snatzke, G Fehlhaber, H-W 1971: 85. Mitteilung über Flechteninhaltstoffe.Miriquidsäure, ein neues Depsid aus Lecidea lilienstroemii und Lecidea leucophaea. Zeitschrift fürNaturforschung 26b: 1357-1364.",,,acetyl-polymalonyl pathway,depsides,orcinol depsides,
Mollin,x,x,x,x,x,x,x,x,+,+,?,x,x,x,x,x,x,x,Yellow,No Result,No Result,No Result,?,?,Pale yellow pigment. Occurs in Roccellaria mollis,"Galapagin, Roccellin","Huneck, S Jakupovic, J Follmann, G 1992: The final structures of the lichen chromones galapagin,lobodirin, mollin and roccellin. Zeitschrift für Naturforschung 47B: 449-451.",,,acetyl-polymalonyl pathway,chromones,chromones,
Monoacetylgraciliformin [Acetylgraciliformin],46,x,12,36,7,x,x,29,+,+,?,x,Green,Grey,584,524,254,x,Red,No Result,No Result,No Result,?,?,Bright yellow pigment. Acid Spray: colour like skyrin. Occurs in Cladonia graciliformis,"Diacetylgraciliformin, Graciliformin, Skyrin","Ejiri, H Sankawa, U Shibata, S 1975: Graciliformin and its acetates in Cladonia graciliformis.Phytochemistry 14: 277-279.",,Acetylgraciliformin,acetyl-polymalonyl pathway,quinones,anthraquinones,
(+)-Montagnetol,x,x,x,x,x,x,x,2,−,+,?,x,Green,Green,272,256,254,236,No Result,D.Red,No Result,No Result,?,?,Occurs in Roccella montagnei,Erythrin,"Culberson, CF 1969: Chemical and botanical guide to lichen products. Univ. North Carolina Press,Chapel Hill: 112. Huneck, S Yoshimura, I 1996: Identification of Lichen Substances. Springer-Verlag, Berlin,Heidelberg, New York: 160.",,,shikimic acid pathway,monocyclic aromatic derivatives & compounds,monocyclic aromatic derivatives,
Moretenone [Hop-22(29)-en-3-one],60,x,75,x,x,x,x,x,−,−,?,x,Brown,Pink,424,409,368,204,No Result,No Result,No Result,No Result,?,?,Optical antipode of protoconstipatic acid. Occurs in Lecanora muralis,"Dehydroconstipatic acid, Neodihydromurolic acid, Neuropogolic acid","Huneck, S Schreiber, K Höfle, G Snatzke, G 1979: Neodihydromurol- und Murolsäure, zwei neueγ-Lactoncarbonsäure aus Lecanora muralis. Journal of the Hattori Botanical Laboratory 45: 1-23.",,Hop-22(29)-en-3-one,mevalonic acid pathway,terpenoids & steroids,terpenoids,
Muronic acid [Dehydroprotoconstipatic acid],32,x,30,28,x,x,x,29,−,−,?,x,P.Brown,Lilac,366,348,308,306,No Result,No Result,No Result,No Result,?,?,Occurs in Neuropogon trachycarpus,"Constipatic acid, Dehydroconstipatic acid, Protoconstipatic acid","Ghogomu, RT Bodo, B 1982: Structural elucidation of 13-acetoxylichesterinic and 13-acetoxyprotolichesterinic acid, two aliphatic lichen metabolites from Neoropogon trachycarpus, Phytochemistry21: 2355-2358.",,Dehydroprotoconstipatic acid,acetyl-polymalonyl pathway,aliphatic acids & aliphatic compounds,aliphatic acids,
Myeloconone A1,5,x,12,10,x,x,30,17,+,+,?,x,Yellow,Yellow,338,336,320,318,No Result,No Result,No Result,No Result,?,?,"Yellow-orange pigment. Occurs in Myeloconis erumpens, M. guyanensis",Myeloconone A2,"McCarthy, PM Elix, JA 1996: Myeloconis, a new genus of pyrenocarpous lichens from the tropics.Lichenologist 28: 401-404.",,,acetyl-polymalonyl pathway,phenalenones,phenalenones,
Myeloconone A2,5,x,12,10,x,x,30,17,+,+,?,x,Yellow,Yellow,302,284,274,x,No Result,No Result,No Result,No Result,?,?,"Yellow pigment. Occurs in Myeloconis erumpens, M. guyanensis",Myeloconone A1,"McCarthy, PM Elix, JA 1996: Myeloconis, a new genus of pyrenocarpous lichens from the tropics.Lichenologist 28: 401-404. Ernst-Russell, MA Chai, CLLElix, JA McCarthy, PM 2000: Myeloconone A2, anew phenalenone from the lichen Myeloconis erumpens. Australian Journal of Chemistry 53: 1011-1013.",,,acetyl-polymalonyl pathway,phenalenones,phenalenones,
